image,label,identifier,character,offset,font
./Images/n_15944.png,13,n,n,(0 1),DIN Alternate Bold
./Images/n_15945.png,13,n,n,(3 -5),DIN Alternate Bold
./Images/n_15946.png,13,n,n,(3 -2),DIN Alternate Bold
./Images/n_15947.png,13,n,n,(3 1),DIN Alternate Bold
./Images/n_15948.png,13,n,n,(0 -5),Sathu
./Images/n_15949.png,13,n,n,(0 -2),Sathu
./Images/n_15950.png,13,n,n,(0 1),Sathu
./Images/n_15951.png,13,n,n,(3 -5),Sathu
./Images/n_15952.png,13,n,n,(3 -2),Sathu
./Images/n_15953.png,13,n,n,(3 1),Sathu
./Images/n_15954.png,13,n,n,(0 -5),Arial Bold Italic
./Images/n_15955.png,13,n,n,(0 -2),Arial Bold Italic
./Images/n_15956.png,13,n,n,(0 1),Arial Bold Italic
./Images/n_15957.png,13,n,n,(3 -5),Arial Bold Italic
./Images/n_15958.png,13,n,n,(3 -2),Arial Bold Italic
./Images/n_15959.png,13,n,n,(3 1),Arial Bold Italic
./Images/n_15960.png,13,n,n,(0 -5),tahoma
./Images/n_15961.png,13,n,n,(0 -2),tahoma
./Images/n_15962.png,13,n,n,(0 1),tahoma
./Images/n_15963.png,13,n,n,(3 -5),tahoma
./Images/n_15964.png,13,n,n,(3 -2),tahoma
./Images/n_15965.png,13,n,n,(3 1),tahoma
./Images/n_15966.png,13,n,n,(0 -5),SF New Republic
./Images/n_15967.png,13,n,n,(0 -2),SF New Republic
./Images/n_15968.png,13,n,n,(0 1),SF New Republic
./Images/n_15969.png,13,n,n,(3 -5),SF New Republic
./Images/n_15970.png,13,n,n,(3 -2),SF New Republic
./Images/n_15971.png,13,n,n,(3 1),SF New Republic
./Images/n_15972.png,13,n,n,(0 -5),BNMachine
./Images/n_15973.png,13,n,n,(0 -2),BNMachine
./Images/n_15974.png,13,n,n,(0 1),BNMachine
./Images/n_15975.png,13,n,n,(3 -5),BNMachine
./Images/n_15976.png,13,n,n,(3 -2),BNMachine
./Images/n_15977.png,13,n,n,(3 1),BNMachine
./Images/n_15978.png,13,n,n,(0 -5),PlantagenetCherokee
./Images/n_15979.png,13,n,n,(0 -2),PlantagenetCherokee
./Images/n_15980.png,13,n,n,(0 1),PlantagenetCherokee
./Images/n_15981.png,13,n,n,(3 -5),PlantagenetCherokee
./Images/n_15982.png,13,n,n,(3 -2),PlantagenetCherokee
./Images/n_15983.png,13,n,n,(3 1),PlantagenetCherokee
./Images/n_15984.png,13,n,n,(0 -5),accid__
./Images/n_15985.png,13,n,n,(0 -2),accid__
./Images/n_15986.png,13,n,n,(0 1),accid__
./Images/n_15987.png,13,n,n,(3 -5),accid__
./Images/n_15988.png,13,n,n,(3 -2),accid__
./Images/n_15989.png,13,n,n,(3 1),accid__
./Images/n_15990.png,13,n,n,(0 -5),SF Foxboro Script
./Images/n_15991.png,13,n,n,(0 -2),SF Foxboro Script
./Images/n_15992.png,13,n,n,(0 1),SF Foxboro Script
./Images/n_15993.png,13,n,n,(3 -5),SF Foxboro Script
./Images/n_15994.png,13,n,n,(3 -2),SF Foxboro Script
./Images/n_15995.png,13,n,n,(3 1),SF Foxboro Script
./Images/n_15996.png,13,n,n,(0 -5),Wolf in the City Light
./Images/n_15997.png,13,n,n,(0 -2),Wolf in the City Light
./Images/n_15998.png,13,n,n,(0 1),Wolf in the City Light
./Images/n_15999.png,13,n,n,(3 -5),Wolf in the City Light
./Images/n_16000.png,13,n,n,(3 -2),Wolf in the City Light
./Images/n_16001.png,13,n,n,(3 1),Wolf in the City Light
./Images/n_16002.png,13,n,n,(0 -5),Georgia Bold
./Images/n_16003.png,13,n,n,(0 -2),Georgia Bold
./Images/n_16004.png,13,n,n,(0 1),Georgia Bold
./Images/n_16005.png,13,n,n,(3 -5),Georgia Bold
./Images/n_16006.png,13,n,n,(3 -2),Georgia Bold
./Images/n_16007.png,13,n,n,(3 1),Georgia Bold
./Images/n_16008.png,13,n,n,(0 -5),bottix
./Images/n_16009.png,13,n,n,(0 -2),bottix
./Images/n_16010.png,13,n,n,(0 1),bottix
./Images/n_16011.png,13,n,n,(3 -5),bottix
./Images/n_16012.png,13,n,n,(3 -2),bottix
./Images/n_16013.png,13,n,n,(3 1),bottix
./Images/n_16014.png,13,n,n,(0 -5),aggstock
./Images/n_16015.png,13,n,n,(0 -2),aggstock
./Images/n_16016.png,13,n,n,(0 1),aggstock
./Images/n_16017.png,13,n,n,(3 -5),aggstock
./Images/n_16018.png,13,n,n,(3 -2),aggstock
./Images/n_16019.png,13,n,n,(3 1),aggstock
./Images/n_16020.png,13,n,n,(0 -5),bluehigh
./Images/n_16021.png,13,n,n,(0 -2),bluehigh
./Images/n_16022.png,13,n,n,(0 1),bluehigh
./Images/n_16023.png,13,n,n,(3 -5),bluehigh
./Images/n_16024.png,13,n,n,(3 -2),bluehigh
./Images/n_16025.png,13,n,n,(3 1),bluehigh
./Images/n_16026.png,13,n,n,(0 -5),AliquamREG
./Images/n_16027.png,13,n,n,(0 -2),AliquamREG
./Images/n_16028.png,13,n,n,(0 1),AliquamREG
./Images/n_16029.png,13,n,n,(3 -5),AliquamREG
./Images/n_16030.png,13,n,n,(3 -2),AliquamREG
./Images/n_16031.png,13,n,n,(3 1),AliquamREG
./Images/n_16032.png,13,n,n,(0 -5),YanoneKaffeesatz-Light
./Images/n_16033.png,13,n,n,(0 -2),YanoneKaffeesatz-Light
./Images/n_16034.png,13,n,n,(0 1),YanoneKaffeesatz-Light
./Images/n_16035.png,13,n,n,(3 -5),YanoneKaffeesatz-Light
./Images/n_16036.png,13,n,n,(3 -2),YanoneKaffeesatz-Light
./Images/n_16037.png,13,n,n,(3 1),YanoneKaffeesatz-Light
./Images/n_16038.png,13,n,n,(0 -5),Verdana Bold Italic
./Images/n_16039.png,13,n,n,(0 -2),Verdana Bold Italic
./Images/n_16040.png,13,n,n,(0 1),Verdana Bold Italic
./Images/n_16041.png,13,n,n,(3 -5),Verdana Bold Italic
./Images/n_16042.png,13,n,n,(3 -2),Verdana Bold Italic
./Images/n_16043.png,13,n,n,(3 1),Verdana Bold Italic
./Images/n_16044.png,13,n,n,(0 -5),segoeuib
./Images/n_16045.png,13,n,n,(0 -2),segoeuib
./Images/n_16046.png,13,n,n,(0 1),segoeuib
./Images/n_16047.png,13,n,n,(3 -5),segoeuib
./Images/n_16048.png,13,n,n,(3 -2),segoeuib
./Images/n_16049.png,13,n,n,(3 1),segoeuib
./Images/n_16050.png,13,n,n,(0 -5),NirmalaB
./Images/n_16051.png,13,n,n,(0 -2),NirmalaB
./Images/n_16052.png,13,n,n,(0 1),NirmalaB
./Images/n_16053.png,13,n,n,(3 -5),NirmalaB
./Images/n_16054.png,13,n,n,(3 -2),NirmalaB
./Images/n_16055.png,13,n,n,(3 1),NirmalaB
./Images/n_16056.png,13,n,n,(0 -5),coolvetica rg
./Images/n_16057.png,13,n,n,(0 -2),coolvetica rg
./Images/n_16058.png,13,n,n,(0 1),coolvetica rg
./Images/n_16059.png,13,n,n,(3 -5),coolvetica rg
./Images/n_16060.png,13,n,n,(3 -2),coolvetica rg
./Images/n_16061.png,13,n,n,(3 1),coolvetica rg
./Images/n_16062.png,13,n,n,(0 -5),Microsoft Sans Serif
./Images/n_16063.png,13,n,n,(0 -2),Microsoft Sans Serif
./Images/n_16064.png,13,n,n,(0 1),Microsoft Sans Serif
./Images/n_16065.png,13,n,n,(3 -5),Microsoft Sans Serif
./Images/n_16066.png,13,n,n,(3 -2),Microsoft Sans Serif
./Images/n_16067.png,13,n,n,(3 1),Microsoft Sans Serif
./Images/n_16068.png,13,n,n,(0 -5),Untidy Italic Skrawl
./Images/n_16069.png,13,n,n,(0 -2),Untidy Italic Skrawl
./Images/n_16070.png,13,n,n,(0 1),Untidy Italic Skrawl
./Images/n_16071.png,13,n,n,(3 -5),Untidy Italic Skrawl
./Images/n_16072.png,13,n,n,(3 -2),Untidy Italic Skrawl
./Images/n_16073.png,13,n,n,(3 1),Untidy Italic Skrawl
./Images/n_16074.png,13,n,n,(0 -5),Georgia Bold Italic
./Images/n_16075.png,13,n,n,(0 -2),Georgia Bold Italic
./Images/n_16076.png,13,n,n,(0 1),Georgia Bold Italic
./Images/n_16077.png,13,n,n,(3 -5),Georgia Bold Italic
./Images/n_16078.png,13,n,n,(3 -2),Georgia Bold Italic
./Images/n_16079.png,13,n,n,(3 1),Georgia Bold Italic
./Images/n_16080.png,13,n,n,(0 -5),SF Grunge Sans SC
./Images/n_16081.png,13,n,n,(0 -2),SF Grunge Sans SC
./Images/n_16082.png,13,n,n,(0 1),SF Grunge Sans SC
./Images/n_16083.png,13,n,n,(3 -5),SF Grunge Sans SC
./Images/n_16084.png,13,n,n,(3 -2),SF Grunge Sans SC
./Images/n_16085.png,13,n,n,(3 1),SF Grunge Sans SC
./Images/n_16086.png,13,n,n,(0 -5),YanoneKaffeesatz-Regular
./Images/n_16087.png,13,n,n,(0 -2),YanoneKaffeesatz-Regular
./Images/n_16088.png,13,n,n,(0 1),YanoneKaffeesatz-Regular
./Images/n_16089.png,13,n,n,(3 -5),YanoneKaffeesatz-Regular
./Images/n_16090.png,13,n,n,(3 -2),YanoneKaffeesatz-Regular
./Images/n_16091.png,13,n,n,(3 1),YanoneKaffeesatz-Regular
./Images/n_16092.png,13,n,n,(0 -5),Arial Rounded Bold
./Images/n_16093.png,13,n,n,(0 -2),Arial Rounded Bold
./Images/n_16094.png,13,n,n,(0 1),Arial Rounded Bold
./Images/n_16095.png,13,n,n,(3 -5),Arial Rounded Bold
./Images/n_16096.png,13,n,n,(3 -2),Arial Rounded Bold
./Images/n_16097.png,13,n,n,(3 1),Arial Rounded Bold
./Images/n_16098.png,13,n,n,(0 -5),Times New Roman Bold
./Images/n_16099.png,13,n,n,(0 -2),Times New Roman Bold
./Images/n_16100.png,13,n,n,(0 1),Times New Roman Bold
./Images/n_16101.png,13,n,n,(3 -5),Times New Roman Bold
./Images/n_16102.png,13,n,n,(3 -2),Times New Roman Bold
./Images/n_16103.png,13,n,n,(3 1),Times New Roman Bold
./Images/n_16104.png,13,n,n,(0 -5),SelznickNormal
./Images/n_16105.png,13,n,n,(0 -2),SelznickNormal
./Images/n_16106.png,13,n,n,(0 1),SelznickNormal
./Images/n_16107.png,13,n,n,(3 -5),SelznickNormal
./Images/n_16108.png,13,n,n,(3 -2),SelznickNormal
./Images/n_16109.png,13,n,n,(3 1),SelznickNormal
./Images/n_16110.png,13,n,n,(0 -5),bold
./Images/n_16111.png,13,n,n,(0 -2),bold
./Images/n_16112.png,13,n,n,(0 1),bold
./Images/n_16113.png,13,n,n,(3 -5),bold
./Images/n_16114.png,13,n,n,(3 -2),bold
./Images/n_16115.png,13,n,n,(3 1),bold
./Images/n_16116.png,13,n,n,(0 -5),vantage
./Images/n_16117.png,13,n,n,(0 -2),vantage
./Images/n_16118.png,13,n,n,(0 1),vantage
./Images/n_16119.png,13,n,n,(3 -5),vantage
./Images/n_16120.png,13,n,n,(3 -2),vantage
./Images/n_16121.png,13,n,n,(3 1),vantage
./Images/n_16122.png,13,n,n,(0 -5),Krungthep
./Images/n_16123.png,13,n,n,(0 -2),Krungthep
./Images/n_16124.png,13,n,n,(0 1),Krungthep
./Images/n_16125.png,13,n,n,(3 -5),Krungthep
./Images/n_16126.png,13,n,n,(3 -2),Krungthep
./Images/n_16127.png,13,n,n,(3 1),Krungthep
./Images/n_16128.png,13,n,n,(0 -5),bradybun
./Images/n_16129.png,13,n,n,(0 -2),bradybun
./Images/n_16130.png,13,n,n,(0 1),bradybun
./Images/n_16131.png,13,n,n,(3 -5),bradybun
./Images/n_16132.png,13,n,n,(3 -2),bradybun
./Images/n_16133.png,13,n,n,(3 1),bradybun
./Images/n_16134.png,13,n,n,(0 -5),annifont
./Images/n_16135.png,13,n,n,(0 -2),annifont
./Images/n_16136.png,13,n,n,(0 1),annifont
./Images/n_16137.png,13,n,n,(3 -5),annifont
./Images/n_16138.png,13,n,n,(3 -2),annifont
./Images/n_16139.png,13,n,n,(3 1),annifont
./Images/n_16140.png,13,n,n,(0 -5),SF Willamette Bold
./Images/n_16141.png,13,n,n,(0 -2),SF Willamette Bold
./Images/n_16142.png,13,n,n,(0 1),SF Willamette Bold
./Images/n_16143.png,13,n,n,(3 -5),SF Willamette Bold
./Images/n_16144.png,13,n,n,(3 -2),SF Willamette Bold
./Images/n_16145.png,13,n,n,(3 1),SF Willamette Bold
./Images/n_16146.png,13,n,n,(0 -5),novem___
./Images/n_16147.png,13,n,n,(0 -2),novem___
./Images/n_16148.png,13,n,n,(0 1),novem___
./Images/n_16149.png,13,n,n,(3 -5),novem___
./Images/n_16150.png,13,n,n,(3 -2),novem___
./Images/n_16151.png,13,n,n,(3 1),novem___
./Images/n_16152.png,13,n,n,(0 -5),SkarpaLt
./Images/n_16153.png,13,n,n,(0 -2),SkarpaLt
./Images/n_16154.png,13,n,n,(0 1),SkarpaLt
./Images/n_16155.png,13,n,n,(3 -5),SkarpaLt
./Images/n_16156.png,13,n,n,(3 -2),SkarpaLt
./Images/n_16157.png,13,n,n,(3 1),SkarpaLt
./Images/n_16158.png,13,n,n,(0 -5),Andale Mono
./Images/n_16159.png,13,n,n,(0 -2),Andale Mono
./Images/n_16160.png,13,n,n,(0 1),Andale Mono
./Images/n_16161.png,13,n,n,(3 -5),Andale Mono
./Images/n_16162.png,13,n,n,(3 -2),Andale Mono
./Images/n_16163.png,13,n,n,(3 1),Andale Mono
./Images/n_16164.png,13,n,n,(0 -5),pricedown bl_0
./Images/n_16165.png,13,n,n,(0 -2),pricedown bl_0
./Images/n_16166.png,13,n,n,(0 1),pricedown bl_0
./Images/n_16167.png,13,n,n,(3 -5),pricedown bl_0
./Images/n_16168.png,13,n,n,(3 -2),pricedown bl_0
./Images/n_16169.png,13,n,n,(3 1),pricedown bl_0
./Images/n_16170.png,13,n,n,(0 -5),SF Foxboro Script Bold
./Images/n_16171.png,13,n,n,(0 -2),SF Foxboro Script Bold
./Images/n_16172.png,13,n,n,(0 1),SF Foxboro Script Bold
./Images/n_16173.png,13,n,n,(3 -5),SF Foxboro Script Bold
./Images/n_16174.png,13,n,n,(3 -2),SF Foxboro Script Bold
./Images/n_16175.png,13,n,n,(3 1),SF Foxboro Script Bold
./Images/n_16176.png,13,n,n,(0 -5),Tall Films Expanded
./Images/n_16177.png,13,n,n,(0 -2),Tall Films Expanded
./Images/n_16178.png,13,n,n,(0 1),Tall Films Expanded
./Images/n_16179.png,13,n,n,(3 -5),Tall Films Expanded
./Images/n_16180.png,13,n,n,(3 -2),Tall Films Expanded
./Images/n_16181.png,13,n,n,(3 1),Tall Films Expanded
./Images/n_16182.png,13,n,n,(0 -5),AdineKirnberg-Script
./Images/n_16183.png,13,n,n,(0 -2),AdineKirnberg-Script
./Images/n_16184.png,13,n,n,(0 1),AdineKirnberg-Script
./Images/n_16185.png,13,n,n,(3 -5),AdineKirnberg-Script
./Images/n_16186.png,13,n,n,(3 -2),AdineKirnberg-Script
./Images/n_16187.png,13,n,n,(3 1),AdineKirnberg-Script
./Images/n_16188.png,13,n,n,(0 -5),SF Cartoonist Hand
./Images/n_16189.png,13,n,n,(0 -2),SF Cartoonist Hand
./Images/n_16190.png,13,n,n,(0 1),SF Cartoonist Hand
./Images/n_16191.png,13,n,n,(3 -5),SF Cartoonist Hand
./Images/n_16192.png,13,n,n,(3 -2),SF Cartoonist Hand
./Images/n_16193.png,13,n,n,(3 1),SF Cartoonist Hand
./Images/n_16194.png,13,n,n,(0 -5),AliquamRit
./Images/n_16195.png,13,n,n,(0 -2),AliquamRit
./Images/n_16196.png,13,n,n,(0 1),AliquamRit
./Images/n_16197.png,13,n,n,(3 -5),AliquamRit
./Images/n_16198.png,13,n,n,(3 -2),AliquamRit
./Images/n_16199.png,13,n,n,(3 1),AliquamRit
./Images/n_16200.png,13,n,n,(0 -5),BastardusSans
./Images/n_16201.png,13,n,n,(0 -2),BastardusSans
./Images/n_16202.png,13,n,n,(0 1),BastardusSans
./Images/n_16203.png,13,n,n,(3 -5),BastardusSans
./Images/n_16204.png,13,n,n,(3 -2),BastardusSans
./Images/n_16205.png,13,n,n,(3 1),BastardusSans
./Images/n_16206.png,13,n,n,(0 -5),LeelaUIb
./Images/n_16207.png,13,n,n,(0 -2),LeelaUIb
./Images/n_16208.png,13,n,n,(0 1),LeelaUIb
./Images/n_16209.png,13,n,n,(3 -5),LeelaUIb
./Images/n_16210.png,13,n,n,(3 -2),LeelaUIb
./Images/n_16211.png,13,n,n,(3 1),LeelaUIb
./Images/n_16212.png,13,n,n,(0 -5),Comic Sans MS Bold
./Images/n_16213.png,13,n,n,(0 -2),Comic Sans MS Bold
./Images/n_16214.png,13,n,n,(0 1),Comic Sans MS Bold
./Images/n_16215.png,13,n,n,(3 -5),Comic Sans MS Bold
./Images/n_16216.png,13,n,n,(3 -2),Comic Sans MS Bold
./Images/n_16217.png,13,n,n,(3 1),Comic Sans MS Bold
./Images/n_16218.png,13,n,n,(0 -5),SF Willamette Bold Italic
./Images/n_16219.png,13,n,n,(0 -2),SF Willamette Bold Italic
./Images/n_16220.png,13,n,n,(0 1),SF Willamette Bold Italic
./Images/n_16221.png,13,n,n,(3 -5),SF Willamette Bold Italic
./Images/n_16222.png,13,n,n,(3 -2),SF Willamette Bold Italic
./Images/n_16223.png,13,n,n,(3 1),SF Willamette Bold Italic
./Images/n_16224.png,13,n,n,(0 -5),SF Foxboro Script Extended Bold
./Images/n_16225.png,13,n,n,(0 -2),SF Foxboro Script Extended Bold
./Images/n_16226.png,13,n,n,(0 1),SF Foxboro Script Extended Bold
./Images/n_16227.png,13,n,n,(3 -5),SF Foxboro Script Extended Bold
./Images/n_16228.png,13,n,n,(3 -2),SF Foxboro Script Extended Bold
./Images/n_16229.png,13,n,n,(3 1),SF Foxboro Script Extended Bold
./Images/n_16230.png,13,n,n,(0 -5),Florsn02
./Images/n_16231.png,13,n,n,(0 -2),Florsn02
./Images/n_16232.png,13,n,n,(0 1),Florsn02
./Images/n_16233.png,13,n,n,(3 -5),Florsn02
./Images/n_16234.png,13,n,n,(3 -2),Florsn02
./Images/n_16235.png,13,n,n,(3 1),Florsn02
./Images/n_16236.png,13,n,n,(0 -5),Arial Italic
./Images/n_16237.png,13,n,n,(0 -2),Arial Italic
./Images/n_16238.png,13,n,n,(0 1),Arial Italic
./Images/n_16239.png,13,n,n,(3 -5),Arial Italic
./Images/n_16240.png,13,n,n,(3 -2),Arial Italic
./Images/n_16241.png,13,n,n,(3 1),Arial Italic
./Images/n_16242.png,13,n,n,(0 -5),thin
./Images/n_16243.png,13,n,n,(0 -2),thin
./Images/n_16244.png,13,n,n,(0 1),thin
./Images/n_16245.png,13,n,n,(3 -5),thin
./Images/n_16246.png,13,n,n,(3 -2),thin
./Images/n_16247.png,13,n,n,(3 1),thin
./Images/n_16248.png,13,n,n,(0 -5),BabelSans-BoldOblique
./Images/n_16249.png,13,n,n,(0 -2),BabelSans-BoldOblique
./Images/n_16250.png,13,n,n,(0 1),BabelSans-BoldOblique
./Images/n_16251.png,13,n,n,(3 -5),BabelSans-BoldOblique
./Images/n_16252.png,13,n,n,(3 -2),BabelSans-BoldOblique
./Images/n_16253.png,13,n,n,(3 1),BabelSans-BoldOblique
./Images/n_16254.png,13,n,n,(0 -5),TalkingToTheMoon
./Images/n_16255.png,13,n,n,(0 -2),TalkingToTheMoon
./Images/n_16256.png,13,n,n,(0 1),TalkingToTheMoon
./Images/n_16257.png,13,n,n,(3 -5),TalkingToTheMoon
./Images/n_16258.png,13,n,n,(3 -2),TalkingToTheMoon
./Images/n_16259.png,13,n,n,(3 1),TalkingToTheMoon
./Images/n_16260.png,13,n,n,(0 -5),nevis
./Images/n_16261.png,13,n,n,(0 -2),nevis
./Images/n_16262.png,13,n,n,(0 1),nevis
./Images/n_16263.png,13,n,n,(3 -5),nevis
./Images/n_16264.png,13,n,n,(3 -2),nevis
./Images/n_16265.png,13,n,n,(3 1),nevis
./Images/n_16266.png,13,n,n,(0 -5),SF Iron Gothic Bold Oblique
./Images/n_16267.png,13,n,n,(0 -2),SF Iron Gothic Bold Oblique
./Images/n_16268.png,13,n,n,(0 1),SF Iron Gothic Bold Oblique
./Images/n_16269.png,13,n,n,(3 -5),SF Iron Gothic Bold Oblique
./Images/n_16270.png,13,n,n,(3 -2),SF Iron Gothic Bold Oblique
./Images/n_16271.png,13,n,n,(3 1),SF Iron Gothic Bold Oblique
./Images/n_16272.png,13,n,n,(0 -5),DistTh__
./Images/n_16273.png,13,n,n,(0 -2),DistTh__
./Images/n_16274.png,13,n,n,(0 1),DistTh__
./Images/n_16275.png,13,n,n,(3 -5),DistTh__
./Images/n_16276.png,13,n,n,(3 -2),DistTh__
./Images/n_16277.png,13,n,n,(3 1),DistTh__
./Images/n_16278.png,13,n,n,(0 -5),verdana
./Images/n_16279.png,13,n,n,(0 -2),verdana
./Images/n_16280.png,13,n,n,(0 1),verdana
./Images/n_16281.png,13,n,n,(3 -5),verdana
./Images/n_16282.png,13,n,n,(3 -2),verdana
./Images/n_16283.png,13,n,n,(3 1),verdana
./Images/n_16284.png,13,n,n,(0 -5),Artbrush
./Images/n_16285.png,13,n,n,(0 -2),Artbrush
./Images/n_16286.png,13,n,n,(0 1),Artbrush
./Images/n_16287.png,13,n,n,(3 -5),Artbrush
./Images/n_16288.png,13,n,n,(3 -2),Artbrush
./Images/n_16289.png,13,n,n,(3 1),Artbrush
./Images/n_16290.png,13,n,n,(0 -5),Arial Narrow Bold
./Images/n_16291.png,13,n,n,(0 -2),Arial Narrow Bold
./Images/n_16292.png,13,n,n,(0 1),Arial Narrow Bold
./Images/n_16293.png,13,n,n,(3 -5),Arial Narrow Bold
./Images/n_16294.png,13,n,n,(3 -2),Arial Narrow Bold
./Images/n_16295.png,13,n,n,(3 1),Arial Narrow Bold
./Images/o_16296.png,14,o,o,(0 -5),zeldadxt
./Images/o_16297.png,14,o,o,(0 -2),zeldadxt
./Images/o_16298.png,14,o,o,(0 1),zeldadxt
./Images/o_16299.png,14,o,o,(3 -5),zeldadxt
./Images/o_16300.png,14,o,o,(3 -2),zeldadxt
./Images/o_16301.png,14,o,o,(3 1),zeldadxt
./Images/o_16302.png,14,o,o,(0 -5),Waukegan LDO Black Oblique
./Images/o_16303.png,14,o,o,(0 -2),Waukegan LDO Black Oblique
./Images/o_16304.png,14,o,o,(0 1),Waukegan LDO Black Oblique
./Images/o_16305.png,14,o,o,(3 -5),Waukegan LDO Black Oblique
./Images/o_16306.png,14,o,o,(3 -2),Waukegan LDO Black Oblique
./Images/o_16307.png,14,o,o,(3 1),Waukegan LDO Black Oblique
./Images/o_16308.png,14,o,o,(0 -5),BabelSans
./Images/o_16309.png,14,o,o,(0 -2),BabelSans
./Images/o_16310.png,14,o,o,(0 1),BabelSans
./Images/o_16311.png,14,o,o,(3 -5),BabelSans
./Images/o_16312.png,14,o,o,(3 -2),BabelSans
./Images/o_16313.png,14,o,o,(3 1),BabelSans
./Images/o_16314.png,14,o,o,(0 -5),Buran USSR_0
./Images/o_16315.png,14,o,o,(0 -2),Buran USSR_0
./Images/o_16316.png,14,o,o,(0 1),Buran USSR_0
./Images/o_16317.png,14,o,o,(3 -5),Buran USSR_0
./Images/o_16318.png,14,o,o,(3 -2),Buran USSR_0
./Images/o_16319.png,14,o,o,(3 1),Buran USSR_0
./Images/o_16320.png,14,o,o,(0 -5),Trebuchet MS Italic
./Images/o_16321.png,14,o,o,(0 -2),Trebuchet MS Italic
./Images/o_16322.png,14,o,o,(0 1),Trebuchet MS Italic
./Images/o_16323.png,14,o,o,(3 -5),Trebuchet MS Italic
./Images/o_16324.png,14,o,o,(3 -2),Trebuchet MS Italic
./Images/o_16325.png,14,o,o,(3 1),Trebuchet MS Italic
./Images/o_16326.png,14,o,o,(0 -5),Georgia
./Images/o_16327.png,14,o,o,(0 -2),Georgia
./Images/o_16328.png,14,o,o,(0 1),Georgia
./Images/o_16329.png,14,o,o,(3 -5),Georgia
./Images/o_16330.png,14,o,o,(3 -2),Georgia
./Images/o_16331.png,14,o,o,(3 1),Georgia
./Images/o_16332.png,14,o,o,(0 -5),Opificio
./Images/o_16333.png,14,o,o,(0 -2),Opificio
./Images/o_16334.png,14,o,o,(0 1),Opificio
./Images/o_16335.png,14,o,o,(3 -5),Opificio
./Images/o_16336.png,14,o,o,(3 -2),Opificio
./Images/o_16337.png,14,o,o,(3 1),Opificio
./Images/o_16338.png,14,o,o,(0 -5),Verdana Bold
./Images/o_16339.png,14,o,o,(0 -2),Verdana Bold
./Images/o_16340.png,14,o,o,(0 1),Verdana Bold
./Images/o_16341.png,14,o,o,(3 -5),Verdana Bold
./Images/o_16342.png,14,o,o,(3 -2),Verdana Bold
./Images/o_16343.png,14,o,o,(3 1),Verdana Bold
./Images/o_16344.png,14,o,o,(0 -5),Snowstorm Kraft_0
./Images/o_16345.png,14,o,o,(0 -2),Snowstorm Kraft_0
./Images/o_16346.png,14,o,o,(0 1),Snowstorm Kraft_0
./Images/o_16347.png,14,o,o,(3 -5),Snowstorm Kraft_0
./Images/o_16348.png,14,o,o,(3 -2),Snowstorm Kraft_0
./Images/o_16349.png,14,o,o,(3 1),Snowstorm Kraft_0
./Images/o_16350.png,14,o,o,(0 -5),GrutchGrotesk-CondensedLight
./Images/o_16351.png,14,o,o,(0 -2),GrutchGrotesk-CondensedLight
./Images/o_16352.png,14,o,o,(0 1),GrutchGrotesk-CondensedLight
./Images/o_16353.png,14,o,o,(3 -5),GrutchGrotesk-CondensedLight
./Images/o_16354.png,14,o,o,(3 -2),GrutchGrotesk-CondensedLight
./Images/o_16355.png,14,o,o,(3 1),GrutchGrotesk-CondensedLight
./Images/o_16356.png,14,o,o,(0 -5),Alice and the Wicked Monster
./Images/o_16357.png,14,o,o,(0 -2),Alice and the Wicked Monster
./Images/o_16358.png,14,o,o,(0 1),Alice and the Wicked Monster
./Images/o_16359.png,14,o,o,(3 -5),Alice and the Wicked Monster
./Images/o_16360.png,14,o,o,(3 -2),Alice and the Wicked Monster
./Images/o_16361.png,14,o,o,(3 1),Alice and the Wicked Monster
./Images/o_16362.png,14,o,o,(0 -5),later_on
./Images/o_16363.png,14,o,o,(0 -2),later_on
./Images/o_16364.png,14,o,o,(0 1),later_on
./Images/o_16365.png,14,o,o,(3 -5),later_on
./Images/o_16366.png,14,o,o,(3 -2),later_on
./Images/o_16367.png,14,o,o,(3 1),later_on
./Images/o_16368.png,14,o,o,(0 -5),Buran USSR
./Images/o_16369.png,14,o,o,(0 -2),Buran USSR
./Images/o_16370.png,14,o,o,(0 1),Buran USSR
./Images/o_16371.png,14,o,o,(3 -5),Buran USSR
./Images/o_16372.png,14,o,o,(3 -2),Buran USSR
./Images/o_16373.png,14,o,o,(3 1),Buran USSR
./Images/o_16374.png,14,o,o,(0 -5),Monotoon KK
./Images/o_16375.png,14,o,o,(0 -2),Monotoon KK
./Images/o_16376.png,14,o,o,(0 1),Monotoon KK
./Images/o_16377.png,14,o,o,(3 -5),Monotoon KK
./Images/o_16378.png,14,o,o,(3 -2),Monotoon KK
./Images/o_16379.png,14,o,o,(3 1),Monotoon KK
./Images/o_16380.png,14,o,o,(0 -5),Tall Film Oblique
./Images/o_16381.png,14,o,o,(0 -2),Tall Film Oblique
./Images/o_16382.png,14,o,o,(0 1),Tall Film Oblique
./Images/o_16383.png,14,o,o,(3 -5),Tall Film Oblique
./Images/o_16384.png,14,o,o,(3 -2),Tall Film Oblique
./Images/o_16385.png,14,o,o,(3 1),Tall Film Oblique
./Images/o_16386.png,14,o,o,(0 -5),Times New Roman Bold Italic
./Images/o_16387.png,14,o,o,(0 -2),Times New Roman Bold Italic
./Images/o_16388.png,14,o,o,(0 1),Times New Roman Bold Italic
