,image,label,identifier,character,offset,font,prediction
15270,./Images/n_15270.png,13,n,n,(0 -5),InaiMathi,n
15271,./Images/n_15271.png,13,n,n,(0 -2),InaiMathi,n
15272,./Images/n_15272.png,13,n,n,(0 1),InaiMathi,n
15273,./Images/n_15273.png,13,n,n,(3 -5),InaiMathi,n
15274,./Images/n_15274.png,13,n,n,(3 -2),InaiMathi,n
15275,./Images/n_15275.png,13,n,n,(3 1),InaiMathi,n
15276,./Images/n_15276.png,13,n,n,(0 -5),Bradley Hand Bold,n
15277,./Images/n_15277.png,13,n,n,(0 -2),Bradley Hand Bold,m
15278,./Images/n_15278.png,13,n,n,(0 1),Bradley Hand Bold,m
15279,./Images/n_15279.png,13,n,n,(3 -5),Bradley Hand Bold,w
15280,./Images/n_15280.png,13,n,n,(3 -2),Bradley Hand Bold,m
15281,./Images/n_15281.png,13,n,n,(3 1),Bradley Hand Bold,m
15282,./Images/n_15282.png,13,n,n,(0 -5),AnkeHand,n
15283,./Images/n_15283.png,13,n,n,(0 -2),AnkeHand,n
15284,./Images/n_15284.png,13,n,n,(0 1),AnkeHand,n
15285,./Images/n_15285.png,13,n,n,(3 -5),AnkeHand,n
15286,./Images/n_15286.png,13,n,n,(3 -2),AnkeHand,n
15287,./Images/n_15287.png,13,n,n,(3 1),AnkeHand,m
15288,./Images/n_15288.png,13,n,n,(0 -5),Arial Narrow Italic,n
15289,./Images/n_15289.png,13,n,n,(0 -2),Arial Narrow Italic,n
15290,./Images/n_15290.png,13,n,n,(0 1),Arial Narrow Italic,n
15291,./Images/n_15291.png,13,n,n,(3 -5),Arial Narrow Italic,n
15292,./Images/n_15292.png,13,n,n,(3 -2),Arial Narrow Italic,n
15293,./Images/n_15293.png,13,n,n,(3 1),Arial Narrow Italic,n
15294,./Images/n_15294.png,13,n,n,(0 -5),Tall Film,n
15295,./Images/n_15295.png,13,n,n,(0 -2),Tall Film,n
15296,./Images/n_15296.png,13,n,n,(0 1),Tall Film,n
15297,./Images/n_15297.png,13,n,n,(3 -5),Tall Film,n
15298,./Images/n_15298.png,13,n,n,(3 -2),Tall Film,r
15299,./Images/n_15299.png,13,n,n,(3 1),Tall Film,r
15300,./Images/n_15300.png,13,n,n,(0 -5),criticized,n
15301,./Images/n_15301.png,13,n,n,(0 -2),criticized,n
15302,./Images/n_15302.png,13,n,n,(0 1),criticized,n
15303,./Images/n_15303.png,13,n,n,(3 -5),criticized,n
15304,./Images/n_15304.png,13,n,n,(3 -2),criticized,n
15305,./Images/n_15305.png,13,n,n,(3 1),criticized,n
15306,./Images/n_15306.png,13,n,n,(0 -5),AppleGothic,n
15307,./Images/n_15307.png,13,n,n,(0 -2),AppleGothic,n
15308,./Images/n_15308.png,13,n,n,(0 1),AppleGothic,n
15309,./Images/n_15309.png,13,n,n,(3 -5),AppleGothic,n
15310,./Images/n_15310.png,13,n,n,(3 -2),AppleGothic,n
15311,./Images/n_15311.png,13,n,n,(3 1),AppleGothic,n
15312,./Images/n_15312.png,13,n,n,(0 -5),DIN Condensed Bold,n
15313,./Images/n_15313.png,13,n,n,(0 -2),DIN Condensed Bold,n
15314,./Images/n_15314.png,13,n,n,(0 1),DIN Condensed Bold,n
15315,./Images/n_15315.png,13,n,n,(3 -5),DIN Condensed Bold,n
15316,./Images/n_15316.png,13,n,n,(3 -2),DIN Condensed Bold,n
15317,./Images/n_15317.png,13,n,n,(3 1),DIN Condensed Bold,n
15318,./Images/n_15318.png,13,n,n,(0 -5),Mouser,n
15319,./Images/n_15319.png,13,n,n,(0 -2),Mouser,n
15320,./Images/n_15320.png,13,n,n,(0 1),Mouser,n
15321,./Images/n_15321.png,13,n,n,(3 -5),Mouser,n
15322,./Images/n_15322.png,13,n,n,(3 -2),Mouser,n
15323,./Images/n_15323.png,13,n,n,(3 1),Mouser,n
15324,./Images/n_15324.png,13,n,n,(0 -5),Arial Bold,n
15325,./Images/n_15325.png,13,n,n,(0 -2),Arial Bold,n
15326,./Images/n_15326.png,13,n,n,(0 1),Arial Bold,n
15327,./Images/n_15327.png,13,n,n,(3 -5),Arial Bold,n
15328,./Images/n_15328.png,13,n,n,(3 -2),Arial Bold,n
15329,./Images/n_15329.png,13,n,n,(3 1),Arial Bold,n
15330,./Images/n_15330.png,13,n,n,(0 -5),8bitlim,n
15331,./Images/n_15331.png,13,n,n,(0 -2),8bitlim,n
15332,./Images/n_15332.png,13,n,n,(0 1),8bitlim,n
15333,./Images/n_15333.png,13,n,n,(3 -5),8bitlim,n
15334,./Images/n_15334.png,13,n,n,(3 -2),8bitlim,n
15335,./Images/n_15335.png,13,n,n,(3 1),8bitlim,n
15336,./Images/n_15336.png,13,n,n,(0 -5),Backpack_PersonalUse,n
15337,./Images/n_15337.png,13,n,n,(0 -2),Backpack_PersonalUse,n
15338,./Images/n_15338.png,13,n,n,(0 1),Backpack_PersonalUse,n
15339,./Images/n_15339.png,13,n,n,(3 -5),Backpack_PersonalUse,n
15340,./Images/n_15340.png,13,n,n,(3 -2),Backpack_PersonalUse,n
15341,./Images/n_15341.png,13,n,n,(3 1),Backpack_PersonalUse,n
15342,./Images/n_15342.png,13,n,n,(0 -5),ratio___,n
15343,./Images/n_15343.png,13,n,n,(0 -2),ratio___,n
15344,./Images/n_15344.png,13,n,n,(0 1),ratio___,n
15345,./Images/n_15345.png,13,n,n,(3 -5),ratio___,d
15346,./Images/n_15346.png,13,n,n,(3 -2),ratio___,n
15347,./Images/n_15347.png,13,n,n,(3 1),ratio___,n
15348,./Images/n_15348.png,13,n,n,(0 -5),HoneyScript-SemiBold,m
15349,./Images/n_15349.png,13,n,n,(0 -2),HoneyScript-SemiBold,m
15350,./Images/n_15350.png,13,n,n,(0 1),HoneyScript-SemiBold,m
15351,./Images/n_15351.png,13,n,n,(3 -5),HoneyScript-SemiBold,m
15352,./Images/n_15352.png,13,n,n,(3 -2),HoneyScript-SemiBold,m
15353,./Images/n_15353.png,13,n,n,(3 1),HoneyScript-SemiBold,m
15354,./Images/n_15354.png,13,n,n,(0 -5),Trebuchet MS,n
15355,./Images/n_15355.png,13,n,n,(0 -2),Trebuchet MS,n
15356,./Images/n_15356.png,13,n,n,(0 1),Trebuchet MS,n
15357,./Images/n_15357.png,13,n,n,(3 -5),Trebuchet MS,n
15358,./Images/n_15358.png,13,n,n,(3 -2),Trebuchet MS,n
15359,./Images/n_15359.png,13,n,n,(3 1),Trebuchet MS,n
15360,./Images/n_15360.png,13,n,n,(0 -5),libelsuit,n
15361,./Images/n_15361.png,13,n,n,(0 -2),libelsuit,n
15362,./Images/n_15362.png,13,n,n,(0 1),libelsuit,n
15363,./Images/n_15363.png,13,n,n,(3 -5),libelsuit,n
15364,./Images/n_15364.png,13,n,n,(3 -2),libelsuit,n
15365,./Images/n_15365.png,13,n,n,(3 1),libelsuit,n
15366,./Images/n_15366.png,13,n,n,(0 -5),bluebold,n
15367,./Images/n_15367.png,13,n,n,(0 -2),bluebold,n
15368,./Images/n_15368.png,13,n,n,(0 1),bluebold,n
15369,./Images/n_15369.png,13,n,n,(3 -5),bluebold,n
15370,./Images/n_15370.png,13,n,n,(3 -2),bluebold,n
15371,./Images/n_15371.png,13,n,n,(3 1),bluebold,n
15372,./Images/n_15372.png,13,n,n,(0 -5),Righteous-Regular,n
15373,./Images/n_15373.png,13,n,n,(0 -2),Righteous-Regular,n
15374,./Images/n_15374.png,13,n,n,(0 1),Righteous-Regular,n
15375,./Images/n_15375.png,13,n,n,(3 -5),Righteous-Regular,n
15376,./Images/n_15376.png,13,n,n,(3 -2),Righteous-Regular,n
15377,./Images/n_15377.png,13,n,n,(3 1),Righteous-Regular,n
15378,./Images/n_15378.png,13,n,n,(0 -5),corbel,n
15379,./Images/n_15379.png,13,n,n,(0 -2),corbel,n
15380,./Images/n_15380.png,13,n,n,(0 1),corbel,n
15381,./Images/n_15381.png,13,n,n,(3 -5),corbel,n
15382,./Images/n_15382.png,13,n,n,(3 -2),corbel,n
15383,./Images/n_15383.png,13,n,n,(3 1),corbel,n
15384,./Images/n_15384.png,13,n,n,(0 -5),Trattatello,n
15385,./Images/n_15385.png,13,n,n,(0 -2),Trattatello,n
15386,./Images/n_15386.png,13,n,n,(0 1),Trattatello,n
15387,./Images/n_15387.png,13,n,n,(3 -5),Trattatello,n
15388,./Images/n_15388.png,13,n,n,(3 -2),Trattatello,n
15389,./Images/n_15389.png,13,n,n,(3 1),Trattatello,n
15390,./Images/n_15390.png,13,n,n,(0 -5),BigCaslon,n
15391,./Images/n_15391.png,13,n,n,(0 -2),BigCaslon,u
15392,./Images/n_15392.png,13,n,n,(0 1),BigCaslon,n
15393,./Images/n_15393.png,13,n,n,(3 -5),BigCaslon,n
15394,./Images/n_15394.png,13,n,n,(3 -2),BigCaslon,n
15395,./Images/n_15395.png,13,n,n,(3 1),BigCaslon,n
15396,./Images/n_15396.png,13,n,n,(0 -5),Courier New Bold,n
15397,./Images/n_15397.png,13,n,n,(0 -2),Courier New Bold,n
15398,./Images/n_15398.png,13,n,n,(0 1),Courier New Bold,p
15399,./Images/n_15399.png,13,n,n,(3 -5),Courier New Bold,n
15400,./Images/n_15400.png,13,n,n,(3 -2),Courier New Bold,p
15401,./Images/n_15401.png,13,n,n,(3 1),Courier New Bold,p
15402,./Images/n_15402.png,13,n,n,(0 -5),Aileenation,n
15403,./Images/n_15403.png,13,n,n,(0 -2),Aileenation,n
15404,./Images/n_15404.png,13,n,n,(0 1),Aileenation,n
15405,./Images/n_15405.png,13,n,n,(3 -5),Aileenation,r
15406,./Images/n_15406.png,13,n,n,(3 -2),Aileenation,r
15407,./Images/n_15407.png,13,n,n,(3 1),Aileenation,r
15408,./Images/n_15408.png,13,n,n,(0 -5),pakenham,n
15409,./Images/n_15409.png,13,n,n,(0 -2),pakenham,n
15410,./Images/n_15410.png,13,n,n,(0 1),pakenham,n
15411,./Images/n_15411.png,13,n,n,(3 -5),pakenham,n
15412,./Images/n_15412.png,13,n,n,(3 -2),pakenham,n
15413,./Images/n_15413.png,13,n,n,(3 1),pakenham,n
15414,./Images/n_15414.png,13,n,n,(0 -5),Tall Films Expanded Oblique,n
15415,./Images/n_15415.png,13,n,n,(0 -2),Tall Films Expanded Oblique,n
15416,./Images/n_15416.png,13,n,n,(0 1),Tall Films Expanded Oblique,n
15417,./Images/n_15417.png,13,n,n,(3 -5),Tall Films Expanded Oblique,r
15418,./Images/n_15418.png,13,n,n,(3 -2),Tall Films Expanded Oblique,r
15419,./Images/n_15419.png,13,n,n,(3 1),Tall Films Expanded Oblique,r
15420,./Images/n_15420.png,13,n,n,(0 -5),Copper Canyon WBW,n
15421,./Images/n_15421.png,13,n,n,(0 -2),Copper Canyon WBW,n
15422,./Images/n_15422.png,13,n,n,(0 1),Copper Canyon WBW,n
15423,./Images/n_15423.png,13,n,n,(3 -5),Copper Canyon WBW,n
15424,./Images/n_15424.png,13,n,n,(3 -2),Copper Canyon WBW,n
15425,./Images/n_15425.png,13,n,n,(3 1),Copper Canyon WBW,n
15426,./Images/n_15426.png,13,n,n,(0 -5),Harabara,n
15427,./Images/n_15427.png,13,n,n,(0 -2),Harabara,n
15428,./Images/n_15428.png,13,n,n,(0 1),Harabara,n
15429,./Images/n_15429.png,13,n,n,(3 -5),Harabara,n
15430,./Images/n_15430.png,13,n,n,(3 -2),Harabara,n
15431,./Images/n_15431.png,13,n,n,(3 1),Harabara,n
15432,./Images/n_15432.png,13,n,n,(0 -5),verdanab,n
15433,./Images/n_15433.png,13,n,n,(0 -2),verdanab,n
15434,./Images/n_15434.png,13,n,n,(0 1),verdanab,n
15435,./Images/n_15435.png,13,n,n,(3 -5),verdanab,n
15436,./Images/n_15436.png,13,n,n,(3 -2),verdanab,n
15437,./Images/n_15437.png,13,n,n,(3 1),verdanab,n
15438,./Images/n_15438.png,13,n,n,(0 -5),webster,n
15439,./Images/n_15439.png,13,n,n,(0 -2),webster,n
15440,./Images/n_15440.png,13,n,n,(0 1),webster,n
15441,./Images/n_15441.png,13,n,n,(3 -5),webster,n
15442,./Images/n_15442.png,13,n,n,(3 -2),webster,n
15443,./Images/n_15443.png,13,n,n,(3 1),webster,n
15444,./Images/n_15444.png,13,n,n,(0 -5),Aliquamulti,n
15445,./Images/n_15445.png,13,n,n,(0 -2),Aliquamulti,n
15446,./Images/n_15446.png,13,n,n,(0 1),Aliquamulti,n
15447,./Images/n_15447.png,13,n,n,(3 -5),Aliquamulti,r
15448,./Images/n_15448.png,13,n,n,(3 -2),Aliquamulti,r
15449,./Images/n_15449.png,13,n,n,(3 1),Aliquamulti,r
15450,./Images/n_15450.png,13,n,n,(0 -5),Gotham Nights,n
15451,./Images/n_15451.png,13,n,n,(0 -2),Gotham Nights,n
15452,./Images/n_15452.png,13,n,n,(0 1),Gotham Nights,n
15453,./Images/n_15453.png,13,n,n,(3 -5),Gotham Nights,n
15454,./Images/n_15454.png,13,n,n,(3 -2),Gotham Nights,n
15455,./Images/n_15455.png,13,n,n,(3 1),Gotham Nights,n
15456,./Images/n_15456.png,13,n,n,(0 -5),Deadly Inked,n
15457,./Images/n_15457.png,13,n,n,(0 -2),Deadly Inked,n
15458,./Images/n_15458.png,13,n,n,(0 1),Deadly Inked,n
15459,./Images/n_15459.png,13,n,n,(3 -5),Deadly Inked,n
15460,./Images/n_15460.png,13,n,n,(3 -2),Deadly Inked,n
15461,./Images/n_15461.png,13,n,n,(3 1),Deadly Inked,n
15462,./Images/n_15462.png,13,n,n,(0 -5),Lao Sangam MN,n
15463,./Images/n_15463.png,13,n,n,(0 -2),Lao Sangam MN,n
15464,./Images/n_15464.png,13,n,n,(0 1),Lao Sangam MN,n
15465,./Images/n_15465.png,13,n,n,(3 -5),Lao Sangam MN,n
15466,./Images/n_15466.png,13,n,n,(3 -2),Lao Sangam MN,n
15467,./Images/n_15467.png,13,n,n,(3 1),Lao Sangam MN,n
15468,./Images/n_15468.png,13,n,n,(0 -5),Luminari,n
15469,./Images/n_15469.png,13,n,n,(0 -2),Luminari,n
15470,./Images/n_15470.png,13,n,n,(0 1),Luminari,n
15471,./Images/n_15471.png,13,n,n,(3 -5),Luminari,n
15472,./Images/n_15472.png,13,n,n,(3 -2),Luminari,n
15473,./Images/n_15473.png,13,n,n,(3 1),Luminari,m
15474,./Images/n_15474.png,13,n,n,(0 -5),Times New Roman,n
15475,./Images/n_15475.png,13,n,n,(0 -2),Times New Roman,n
15476,./Images/n_15476.png,13,n,n,(0 1),Times New Roman,n
15477,./Images/n_15477.png,13,n,n,(3 -5),Times New Roman,n
15478,./Images/n_15478.png,13,n,n,(3 -2),Times New Roman,n
15479,./Images/n_15479.png,13,n,n,(3 1),Times New Roman,n
15480,./Images/n_15480.png,13,n,n,(0 -5),Brush Script,n
15481,./Images/n_15481.png,13,n,n,(0 -2),Brush Script,n
15482,./Images/n_15482.png,13,n,n,(0 1),Brush Script,n
15483,./Images/n_15483.png,13,n,n,(3 -5),Brush Script,n
15484,./Images/n_15484.png,13,n,n,(3 -2),Brush Script,n
15485,./Images/n_15485.png,13,n,n,(3 1),Brush Script,m
15486,./Images/n_15486.png,13,n,n,(0 -5),Georgia Italic,n
15487,./Images/n_15487.png,13,n,n,(0 -2),Georgia Italic,n
15488,./Images/n_15488.png,13,n,n,(0 1),Georgia Italic,n
15489,./Images/n_15489.png,13,n,n,(3 -5),Georgia Italic,n
15490,./Images/n_15490.png,13,n,n,(3 -2),Georgia Italic,n
15491,./Images/n_15491.png,13,n,n,(3 1),Georgia Italic,n
15492,./Images/n_15492.png,13,n,n,(0 -5),Courier New Italic,n
15493,./Images/n_15493.png,13,n,n,(0 -2),Courier New Italic,n
15494,./Images/n_15494.png,13,n,n,(0 1),Courier New Italic,n
15495,./Images/n_15495.png,13,n,n,(3 -5),Courier New Italic,n
15496,./Images/n_15496.png,13,n,n,(3 -2),Courier New Italic,n
15497,./Images/n_15497.png,13,n,n,(3 1),Courier New Italic,n
15498,./Images/n_15498.png,13,n,n,(0 -5),Arial Unicode,n
15499,./Images/n_15499.png,13,n,n,(0 -2),Arial Unicode,n
15500,./Images/n_15500.png,13,n,n,(0 1),Arial Unicode,n
15501,./Images/n_15501.png,13,n,n,(3 -5),Arial Unicode,n
15502,./Images/n_15502.png,13,n,n,(3 -2),Arial Unicode,n
15503,./Images/n_15503.png,13,n,n,(3 1),Arial Unicode,n
15504,./Images/n_15504.png,13,n,n,(0 -5),Slimania Bold,n
15505,./Images/n_15505.png,13,n,n,(0 -2),Slimania Bold,n
15506,./Images/n_15506.png,13,n,n,(0 1),Slimania Bold,n
15507,./Images/n_15507.png,13,n,n,(3 -5),Slimania Bold,n
15508,./Images/n_15508.png,13,n,n,(3 -2),Slimania Bold,n
15509,./Images/n_15509.png,13,n,n,(3 1),Slimania Bold,n
15510,./Images/n_15510.png,13,n,n,(0 -5),Chalkduster,n
15511,./Images/n_15511.png,13,n,n,(0 -2),Chalkduster,n
15512,./Images/n_15512.png,13,n,n,(0 1),Chalkduster,n
15513,./Images/n_15513.png,13,n,n,(3 -5),Chalkduster,m
15514,./Images/n_15514.png,13,n,n,(3 -2),Chalkduster,m
15515,./Images/n_15515.png,13,n,n,(3 1),Chalkduster,m
15516,./Images/n_15516.png,13,n,n,(0 -5),Apple Chancery,n
15517,./Images/n_15517.png,13,n,n,(0 -2),Apple Chancery,n
15518,./Images/n_15518.png,13,n,n,(0 1),Apple Chancery,n
15519,./Images/n_15519.png,13,n,n,(3 -5),Apple Chancery,n
15520,./Images/n_15520.png,13,n,n,(3 -2),Apple Chancery,n
15521,./Images/n_15521.png,13,n,n,(3 1),Apple Chancery,n
15522,./Images/n_15522.png,13,n,n,(0 -5),AppleMyungjo,n
15523,./Images/n_15523.png,13,n,n,(0 -2),AppleMyungjo,n
15524,./Images/n_15524.png,13,n,n,(0 1),AppleMyungjo,n
15525,./Images/n_15525.png,13,n,n,(3 -5),AppleMyungjo,n
15526,./Images/n_15526.png,13,n,n,(3 -2),AppleMyungjo,n
15527,./Images/n_15527.png,13,n,n,(3 1),AppleMyungjo,n
15528,./Images/n_15528.png,13,n,n,(0 -5),yonder,n
15529,./Images/n_15529.png,13,n,n,(0 -2),yonder,n
15530,./Images/n_15530.png,13,n,n,(0 1),yonder,n
15531,./Images/n_15531.png,13,n,n,(3 -5),yonder,n
15532,./Images/n_15532.png,13,n,n,(3 -2),yonder,n
15533,./Images/n_15533.png,13,n,n,(3 1),yonder,n
15534,./Images/n_15534.png,13,n,n,(0 -5),corbelb,n
15535,./Images/n_15535.png,13,n,n,(0 -2),corbelb,n
15536,./Images/n_15536.png,13,n,n,(0 1),corbelb,n
15537,./Images/n_15537.png,13,n,n,(3 -5),corbelb,n
15538,./Images/n_15538.png,13,n,n,(3 -2),corbelb,n
15539,./Images/n_15539.png,13,n,n,(3 1),corbelb,n
15540,./Images/n_15540.png,13,n,n,(0 -5),zephyrea,n
15541,./Images/n_15541.png,13,n,n,(0 -2),zephyrea,n
15542,./Images/n_15542.png,13,n,n,(0 1),zephyrea,n
15543,./Images/n_15543.png,13,n,n,(3 -5),zephyrea,n
15544,./Images/n_15544.png,13,n,n,(3 -2),zephyrea,n
15545,./Images/n_15545.png,13,n,n,(3 1),zephyrea,n
15546,./Images/n_15546.png,13,n,n,(0 -5),SF Old Republic Bold,n
15547,./Images/n_15547.png,13,n,n,(0 -2),SF Old Republic Bold,n
15548,./Images/n_15548.png,13,n,n,(0 1),SF Old Republic Bold,n
15549,./Images/n_15549.png,13,n,n,(3 -5),SF Old Republic Bold,n
15550,./Images/n_15550.png,13,n,n,(3 -2),SF Old Republic Bold,n
15551,./Images/n_15551.png,13,n,n,(3 1),SF Old Republic Bold,n
15552,./Images/n_15552.png,13,n,n,(0 -5),MankSans-Medium,n
15553,./Images/n_15553.png,13,n,n,(0 -2),MankSans-Medium,n
15554,./Images/n_15554.png,13,n,n,(0 1),MankSans-Medium,n
15555,./Images/n_15555.png,13,n,n,(3 -5),MankSans-Medium,n
15556,./Images/n_15556.png,13,n,n,(3 -2),MankSans-Medium,n
15557,./Images/n_15557.png,13,n,n,(3 1),MankSans-Medium,n
15558,./Images/n_15558.png,13,n,n,(0 -5),Aliquam,n
15559,./Images/n_15559.png,13,n,n,(0 -2),Aliquam,n
15560,./Images/n_15560.png,13,n,n,(0 1),Aliquam,n
15561,./Images/n_15561.png,13,n,n,(3 -5),Aliquam,n
15562,./Images/n_15562.png,13,n,n,(3 -2),Aliquam,r
15563,./Images/n_15563.png,13,n,n,(3 1),Aliquam,r
15564,./Images/n_15564.png,13,n,n,(0 -5),Arial Narrow Bold Italic,n
15565,./Images/n_15565.png,13,n,n,(0 -2),Arial Narrow Bold Italic,n
15566,./Images/n_15566.png,13,n,n,(0 1),Arial Narrow Bold Italic,n
15567,./Images/n_15567.png,13,n,n,(3 -5),Arial Narrow Bold Italic,n
15568,./Images/n_15568.png,13,n,n,(3 -2),Arial Narrow Bold Italic,n
15569,./Images/n_15569.png,13,n,n,(3 1),Arial Narrow Bold Italic,n
15570,./Images/n_15570.png,13,n,n,(0 -5),medra___,n
15571,./Images/n_15571.png,13,n,n,(0 -2),medra___,n
15572,./Images/n_15572.png,13,n,n,(0 1),medra___,n
15573,./Images/n_15573.png,13,n,n,(3 -5),medra___,n
15574,./Images/n_15574.png,13,n,n,(3 -2),medra___,n
15575,./Images/n_15575.png,13,n,n,(3 1),medra___,n
15576,./Images/n_15576.png,13,n,n,(0 -5),seriously,r
15577,./Images/n_15577.png,13,n,n,(0 -2),seriously,r
15578,./Images/n_15578.png,13,n,n,(0 1),seriously,r
15579,./Images/n_15579.png,13,n,n,(3 -5),seriously,r
15580,./Images/n_15580.png,13,n,n,(3 -2),seriously,r
15581,./Images/n_15581.png,13,n,n,(3 1),seriously,r
15582,./Images/n_15582.png,13,n,n,(0 -5),bluecond,n
15583,./Images/n_15583.png,13,n,n,(0 -2),bluecond,n
15584,./Images/n_15584.png,13,n,n,(0 1),bluecond,n
15585,./Images/n_15585.png,13,n,n,(3 -5),bluecond,n
15586,./Images/n_15586.png,13,n,n,(3 -2),bluecond,n
15587,./Images/n_15587.png,13,n,n,(3 1),bluecond,n
15588,./Images/n_15588.png,13,n,n,(0 -5),updik___,n
15589,./Images/n_15589.png,13,n,n,(0 -2),updik___,n
15590,./Images/n_15590.png,13,n,n,(0 1),updik___,n
15591,./Images/n_15591.png,13,n,n,(3 -5),updik___,n
15592,./Images/n_15592.png,13,n,n,(3 -2),updik___,n
15593,./Images/n_15593.png,13,n,n,(3 1),updik___,n
15594,./Images/n_15594.png,13,n,n,(0 -5),Slim Extreme,n
15595,./Images/n_15595.png,13,n,n,(0 -2),Slim Extreme,n
15596,./Images/n_15596.png,13,n,n,(0 1),Slim Extreme,n
15597,./Images/n_15597.png,13,n,n,(3 -5),Slim Extreme,l
15598,./Images/n_15598.png,13,n,n,(3 -2),Slim Extreme,l
15599,./Images/n_15599.png,13,n,n,(3 1),Slim Extreme,l
15600,./Images/n_15600.png,13,n,n,(0 -5),Arial Narrow,n
15601,./Images/n_15601.png,13,n,n,(0 -2),Arial Narrow,n
15602,./Images/n_15602.png,13,n,n,(0 1),Arial Narrow,n
15603,./Images/n_15603.png,13,n,n,(3 -5),Arial Narrow,n
15604,./Images/n_15604.png,13,n,n,(3 -2),Arial Narrow,n
15605,./Images/n_15605.png,13,n,n,(3 1),Arial Narrow,n
15606,./Images/n_15606.png,13,n,n,(0 -5),LeviReBrushed,n
15607,./Images/n_15607.png,13,n,n,(0 -2),LeviReBrushed,n
15608,./Images/n_15608.png,13,n,n,(0 1),LeviReBrushed,n
15609,./Images/n_15609.png,13,n,n,(3 -5),LeviReBrushed,n
15610,./Images/n_15610.png,13,n,n,(3 -2),LeviReBrushed,n
15611,./Images/n_15611.png,13,n,n,(3 1),LeviReBrushed,n
15612,./Images/n_15612.png,13,n,n,(0 -5),Tall Film Fine,d
15613,./Images/n_15613.png,13,n,n,(0 -2),Tall Film Fine,n
15614,./Images/n_15614.png,13,n,n,(0 1),Tall Film Fine,n
15615,./Images/n_15615.png,13,n,n,(3 -5),Tall Film Fine,r
15616,./Images/n_15616.png,13,n,n,(3 -2),Tall Film Fine,r
15617,./Images/n_15617.png,13,n,n,(3 1),Tall Film Fine,r
15618,./Images/n_15618.png,13,n,n,(0 -5),Ozonelayer,n
15619,./Images/n_15619.png,13,n,n,(0 -2),Ozonelayer,n
15620,./Images/n_15620.png,13,n,n,(0 1),Ozonelayer,n
15621,./Images/n_15621.png,13,n,n,(3 -5),Ozonelayer,n
15622,./Images/n_15622.png,13,n,n,(3 -2),Ozonelayer,n
15623,./Images/n_15623.png,13,n,n,(3 1),Ozonelayer,n
15624,./Images/n_15624.png,13,n,n,(0 -5),gadugib,n
15625,./Images/n_15625.png,13,n,n,(0 -2),gadugib,n
15626,./Images/n_15626.png,13,n,n,(0 1),gadugib,n
15627,./Images/n_15627.png,13,n,n,(3 -5),gadugib,n
15628,./Images/n_15628.png,13,n,n,(3 -2),gadugib,n
15629,./Images/n_15629.png,13,n,n,(3 1),gadugib,n
15630,./Images/n_15630.png,13,n,n,(0 -5),KataBidalanBold,n
15631,./Images/n_15631.png,13,n,n,(0 -2),KataBidalanBold,n
15632,./Images/n_15632.png,13,n,n,(0 1),KataBidalanBold,n
15633,./Images/n_15633.png,13,n,n,(3 -5),KataBidalanBold,n
15634,./Images/n_15634.png,13,n,n,(3 -2),KataBidalanBold,n
15635,./Images/n_15635.png,13,n,n,(3 1),KataBidalanBold,n
15636,./Images/n_15636.png,13,n,n,(0 -5),Courier New,n
15637,./Images/n_15637.png,13,n,n,(0 -2),Courier New,n
15638,./Images/n_15638.png,13,n,n,(0 1),Courier New,n
15639,./Images/n_15639.png,13,n,n,(3 -5),Courier New,n
15640,./Images/n_15640.png,13,n,n,(3 -2),Courier New,n
15641,./Images/n_15641.png,13,n,n,(3 1),Courier New,n
15642,./Images/n_15642.png,13,n,n,(0 -5),ClearLine_PERSONAL_USE_ONLY,n
15643,./Images/n_15643.png,13,n,n,(0 -2),ClearLine_PERSONAL_USE_ONLY,g
15644,./Images/n_15644.png,13,n,n,(0 1),ClearLine_PERSONAL_USE_ONLY,p
15645,./Images/n_15645.png,13,n,n,(3 -5),ClearLine_PERSONAL_USE_ONLY,n
15646,./Images/n_15646.png,13,n,n,(3 -2),ClearLine_PERSONAL_USE_ONLY,n
15647,./Images/n_15647.png,13,n,n,(3 1),ClearLine_PERSONAL_USE_ONLY,a
15648,./Images/n_15648.png,13,n,n,(0 -5),Permanent,n
15649,./Images/n_15649.png,13,n,n,(0 -2),Permanent,n
15650,./Images/n_15650.png,13,n,n,(0 1),Permanent,n
15651,./Images/n_15651.png,13,n,n,(3 -5),Permanent,n
15652,./Images/n_15652.png,13,n,n,(3 -2),Permanent,n
15653,./Images/n_15653.png,13,n,n,(3 1),Permanent,n
15654,./Images/n_15654.png,13,n,n,(0 -5),zephyreg,n
15655,./Images/n_15655.png,13,n,n,(0 -2),zephyreg,n
15656,./Images/n_15656.png,13,n,n,(0 1),zephyreg,n
15657,./Images/n_15657.png,13,n,n,(3 -5),zephyreg,n
15658,./Images/n_15658.png,13,n,n,(3 -2),zephyreg,n
15659,./Images/n_15659.png,13,n,n,(3 1),zephyreg,n
15660,./Images/n_15660.png,13,n,n,(0 -5),LT Oksana Bold,n
15661,./Images/n_15661.png,13,n,n,(0 -2),LT Oksana Bold,n
15662,./Images/n_15662.png,13,n,n,(0 1),LT Oksana Bold,n
15663,./Images/n_15663.png,13,n,n,(3 -5),LT Oksana Bold,n
15664,./Images/n_15664.png,13,n,n,(3 -2),LT Oksana Bold,n
15665,./Images/n_15665.png,13,n,n,(3 1),LT Oksana Bold,n
15666,./Images/n_15666.png,13,n,n,(0 -5),budeasym,n
